timestamp,Tin,Tex
2025-10-01 00:00:00,23.997368745889318,27.98736820045286
2025-10-01 00:05:00,25.669160643728496,28.161226831727085
2025-10-01 00:10:00,26.795043826233798,28.26520421530377
2025-10-01 00:15:00,27.228379762795484,28.37191959820828
2025-10-01 00:20:00,27.75287266234648,28.552822296598453
2025-10-01 00:25:00,28.19496024838891,28.562832560801684
2025-10-01 00:30:00,28.135440618784042,28.386275397926873
2025-10-01 00:35:00,28.26242257323309,28.66664340802449
2025-10-01 00:40:00,28.614733317547874,28.641611870391912
2025-10-01 00:45:00,28.434584956457673,28.69869380646724
2025-10-01 00:50:00,28.727455796662074,29.133110741587327
2025-10-01 00:55:00,28.978977868987137,28.91578104705857
2025-10-01 01:00:00,28.89627839693398,29.227408004337164
2025-10-01 01:05:00,28.929323227489235,28.893246868008966
2025-10-01 01:10:00,29.0,29.352497724064254
2025-10-01 01:15:00,29.0,29.305104255462155
2025-10-01 01:20:00,29.0,29.517033272228755
2025-10-01 01:25:00,29.0,29.516488182305217
2025-10-01 01:30:00,29.0,29.62253256613887
2025-10-01 01:35:00,29.0,29.85473927785399
2025-10-01 01:40:00,29.0,29.452360054518618
2025-10-01 01:45:00,29.0,29.726892553751846
2025-10-01 01:50:00,29.0,30.048300042816926
2025-10-01 01:55:00,29.0,30.187972393759235
2025-10-01 02:00:00,29.0,29.786352447253545
2025-10-01 02:05:00,29.0,29.923193401633313
2025-10-01 02:10:00,29.0,30.055707431569026
2025-10-01 02:15:00,29.0,30.22736178075446
2025-10-01 02:20:00,29.0,30.183035787763984
2025-10-01 02:25:00,29.0,30.10279261180402
2025-10-01 02:30:00,29.0,30.257415289047003
2025-10-01 02:35:00,29.0,30.25323514713309
2025-10-01 02:40:00,29.0,30.71566681979549
2025-10-01 02:45:00,29.0,30.58851530112702
2025-10-01 02:50:00,29.0,30.415612232559713
2025-10-01 02:55:00,29.0,30.485658120821633
2025-10-01 03:00:00,29.0,30.69314492224445
2025-10-01 03:05:00,29.0,30.722568516668613
2025-10-01 03:10:00,29.0,31.093713228489612
2025-10-01 03:15:00,29.0,31.13817137840413
2025-10-01 03:20:00,29.0,30.906820872985303
2025-10-01 03:25:00,29.0,31.327018825459454
2025-10-01 03:30:00,29.0,31.091015503163682
2025-10-01 03:35:00,29.0,31.236579582235585
2025-10-01 03:40:00,29.0,31.427844978143156
2025-10-01 03:45:00,29.0,31.351701562747554
2025-10-01 03:50:00,29.0,31.33029374010571
2025-10-01 03:55:00,29.0,31.437115811102764
2025-10-01 04:00:00,29.0,31.25721002681192
2025-10-01 04:05:00,29.0,31.4659454553762
2025-10-01 04:10:00,29.0,31.54201124169802
2025-10-01 04:15:00,29.0,31.381678084706817
2025-10-01 04:20:00,29.0,31.383908591981783
2025-10-01 04:25:00,29.0,31.370374514151273
2025-10-01 04:30:00,29.0,31.6936800101765
2025-10-01 04:35:00,29.0,31.537327168125135
2025-10-01 04:40:00,29.0,31.493227338433815
2025-10-01 04:45:00,29.0,31.79703262883144
2025-10-01 04:50:00,29.0,32.10475675632035
2025-10-01 04:55:00,29.0,31.639215383839666
2025-10-01 05:00:00,29.0,32.04821962238946
2025-10-01 05:05:00,29.0,31.97815541254149
2025-10-01 05:10:00,29.0,31.733672298330404
2025-10-01 05:15:00,29.0,31.885357435681232
2025-10-01 05:20:00,29.0,31.683994097670993
2025-10-01 05:25:00,29.0,32.126746558162715
2025-10-01 05:30:00,29.0,32.0890389006422
2025-10-01 05:35:00,29.0,31.765300756114087
